,Client,Municipal Decision,Subject,Position,Narrative,City Official
3049,East Bay Asian Local Development Corporation (EBALDC),"Land Use (Permit, Zoning, Study)",Housing/Property Tax,Support,Support for LDDA and funding for E. 12th Street Remainder Parcel.,"Treva Reid, Council Member, District 7"
3050,East Bay Asian Local Development Corporation (EBALDC),"Land Use (Permit, Zoning, Study)",Housing/Property Tax,Support,Support for LDDA and funding for E. 12th Street Remainder Parcel.,Office of the Mayor - Chief of Staff
3051,East Bay Asian Local Development Corporation (EBALDC),"Land Use (Permit, Zoning, Study)",Housing/Property Tax,Support,Support for LDDA and funding for E. 12th Street Remainder Parcel.,"Janani Ramachandran, Council Member, District 4"
3052,East Bay Asian Local Development Corporation (EBALDC),"Land Use (Permit, Zoning, Study)",Housing/Property Tax,Support,Support for LDDA and funding for E. 12th Street Remainder Parcel.,"Kevin Jenkins, Council Member, District 6"
3053,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,"Rebecca Kaplan, Council Member, At-Large"
3054,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,City Administrator's Office - City Administrator
3055,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,Finance Department - Director of Finance
3056,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,Office of the Mayor - Chief of Staff
3057,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,"Sheng Thao, Mayor"
3058,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,"Kevin Jenkins, Council Member, District 6"
3059,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,Race and Equity Department - Director of Race and Equity
3060,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,"City Council - Chief of Staff, Council District 3"
3061,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,"Status of Contracting Disparity Task Force/ Contracting Opportunities Committee meetings, L/SLBE subcommittee.",Department of Workplace and Employment Standards - Director of Workplace & Employment Stnd
3062,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,"Status of Contracting Disparity Task Force/ Contracting Opportunities Committee meetings, L/SLBE subcommittee.",Race and Equity Department - Director of Race and Equity
3063,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,"Status of Contracting Disparity Task Force/ Contracting Opportunities Committee meetings, L/SLBE subcommittee.","City Council - Chief of Staff, Council District 3"
3064,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,"Dan Kalb, Council Member, District 1"
3065,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,"Nikki Fortunato Bas, Council Member, District 2"
3066,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,"Janani Ramachandran, Council Member, District 4"
3067,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,"Noel Gallo, Council Member, District 5"
3068,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,"Carroll Fife, Council Member, District 3"
3069,PricewaterhouseCoopers LLP,Information only,Housing/Property Tax,Support,Possible EIFD/Measure U combined efforts for affordable housing and community update regarding CEO Action for Racial Equity's efforts regarding the EIFD.,"Treva Reid, Council Member, District 7"
3070,Alliance for Californians for Community Empowerment,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Support,Amending of moratorium and additional protections against evictions.,"Nikki Fortunato Bas, Council Member, District 2"
3071,Alliance for Californians for Community Empowerment,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Support,Amend eviction Moratorium and add eviction defense protections,"Dan Kalb, Council Member, District 1"
3072,Alliance for Californians for Community Empowerment,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Support,Amend moratorium and add eviction defense protections.,"Janani Ramachandran, Council Member, District 4"
3073,Alliance for Californians for Community Empowerment,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Support,Amend moratorium and add eviction defense protections,"Carroll Fife, Council Member, District 3"
3074,Alliance for Californians for Community Empowerment,"Ordinance, Policy, or Other Legislative Matter",Housing/Property Tax,Support,Amend moratorium and add eviction defense protections.,"Kevin Jenkins, Council Member, District 6"
3075,Joel  Mickelson,"Ordinance, Policy, or Other Legislative Matter",Cannabis regulation/taxation,Policy development,Discussion of impending cannabis legislation impacting RIC San Leandro property.,"Kevin Jenkins, Council Member, District 6"
3076,Unrivaled Brands,"Other Permits, Administrative Decisions",Cannabis regulation/taxation,Informational meeting,"I spoke with staff regarding renewal process, renewal fees and inspections.","Economic & Workforce Development Department - Deputy Director, Econ/Workforce Dev"
3077,Unrivaled Brands,Information only,Transportation,Informational meeting,I spoke with DOT staff regarding process to have potential green curb added alongside existing dispensary.,"Department of Transportation - Manager, Parking and Mobility"
3078,Common Cause,"Ordinance, Policy, or Other Legislative Matter",Government Administration,Support,Seeking funds in 2023-2025 city budget for 2024 implementation of Democracy Dollars program.,"Dan Kalb, Council Member, District 1"
3079,Common Cause,"Ordinance, Policy, or Other Legislative Matter",Government Administration,Support,Seeking funds in 2023-2025 city budget for 2024 implementation of Democracy Dollars program.,"Nikki Fortunato Bas, Council Member, District 2"
3080,Common Cause,"Ordinance, Policy, or Other Legislative Matter",Government Administration,Support,To get funding for Measure W,"Nikki Fortunato Bas, Council Member, District 2"
3081,Common Cause,"Ordinance, Policy, or Other Legislative Matter",Government Administration,Support,To get funding for Measure W,"Dan Kalb, Council Member, District 1"
3082,Common Cause,"Ordinance, Policy, or Other Legislative Matter",Government Administration,Support,To get funding for Measure W,"Rebecca Kaplan, Council Member, At-Large"
3083,Common Cause,"Ordinance, Policy, or Other Legislative Matter",Government Administration,Support,To get funding for Measure W,"Carroll Fife, Council Member, District 3"
3084,Common Cause,"Ordinance, Policy, or Other Legislative Matter",Government Administration,Support,To get funding for Measure W,"Janani Ramachandran, Council Member, District 4"
3085,Common Cause,"Ordinance, Policy, or Other Legislative Matter",Government Administration,Support,To get funding for Measure W,"Kevin Jenkins, Council Member, District 6"
3086,Common Cause,"Ordinance, Policy, or Other Legislative Matter",Government Administration,Informational meeting,To discuss implementation of Measure W,"Public Ethics Commission - Executive Director, Public Ethics Comm"
3087,Common Cause,"Ordinance, Policy, or Other Legislative Matter",Government Administration,Informational meeting,To discuss implementation of measure w,Public Ethics Commission - Ethics Analyst III
3088,"Verizon Communications, Inc. and its Affiliates","Other Permits, Administrative Decisions",Technology,Support,Permit Process,"Department of Transportation - Assistant Director, Public Works Agency"
3089,Pacific Gas and Electric Company,"Ordinance, Policy, or Other Legislative Matter",Public Utilities,Policy development,Safe Work Zone Ordinance,City Administrator's Office - Deputy City Administrator
3090,Pacific Gas and Electric Company,"Ordinance, Policy, or Other Legislative Matter",Public Utilities,Policy development,Safe Work Zone Ordinance,"Oakland Public Works - Assistant Director, Public Works Agency"
3091,Clear Channel Outdoor,"Land Use (Permit, Zoning, Study)",Economic Development,Support,Passed along information from this client to councilmembers about possible revenue share opportunities associated with outdoor advertising.,Economic & Workforce Development Department - Real Estate Director
3092,Clear Channel Outdoor,"Land Use (Permit, Zoning, Study)",Economic Development,Support,Passed along information from this client to councilmembers about possible revenue share opportunities associated with outdoor advertising.,Office of the Mayor - Special Assistant to the Mayor III
3093,Clear Channel Outdoor,"Land Use (Permit, Zoning, Study)",Economic Development,Support,Passed along information from this client to councilmembers about possible revenue share opportunities associated with outdoor advertising.,"Dan Kalb, Council Member, District 1"
3094,Clear Channel Outdoor,"Land Use (Permit, Zoning, Study)",Economic Development,Support,Passed along information from this client to councilmembers about possible revenue share opportunities associated with outdoor advertising.,"Nikki Fortunato Bas, Council Member, District 2"
3095,Clear Channel Outdoor,"Land Use (Permit, Zoning, Study)",Economic Development,Support,Passed along information from this client to councilmembers about possible revenue share opportunities associated with outdoor advertising.,"Carroll Fife, Council Member, District 3"
3096,Clear Channel Outdoor,"Land Use (Permit, Zoning, Study)",Economic Development,Support,Passed along information from this client to councilmembers about possible revenue share opportunities associated with outdoor advertising.,"Janani Ramachandran, Council Member, District 4"
3097,Clear Channel Outdoor,"Land Use (Permit, Zoning, Study)",Economic Development,Support,Passed along information from this client to councilmembers about possible revenue share opportunities associated with outdoor advertising.,"Noel Gallo, Council Member, District 5"
3098,Clear Channel Outdoor,"Land Use (Permit, Zoning, Study)",Economic Development,Support,Passed along information from this client to councilmembers about possible revenue share opportunities associated with outdoor advertising.,"Kevin Jenkins, Council Member, District 6"
3099,Clear Channel Outdoor,"Land Use (Permit, Zoning, Study)",Economic Development,Support,Passed along information from this client to councilmembers about possible revenue share opportunities associated with outdoor advertising.,"Treva Reid, Council Member, District 7"
3100,Clear Channel Outdoor,"Land Use (Permit, Zoning, Study)",Economic Development,Support,Passed along information from this client to councilmembers about possible revenue share opportunities associated with outdoor advertising.,"Rebecca Kaplan, Council Member, At-Large"
3101,Housing Action Coalition,"Ordinance, Policy, or Other Legislative Matter",Planning and Building Permits,Policy development,Measure U Funding,"Housing & Community Development Department - Deputy Director, Housing"
3102,Housing Action Coalition,"Ordinance, Policy, or Other Legislative Matter",Planning and Building Permits,Support,Dom-I-City Legislation,"Kevin Jenkins, Council Member, District 6"
3103,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,533 Kirkham Street,"Johnathan Fearn, City Planning Commission"
3104,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,1431 Franklin Street,"Johnathan Fearn, City Planning Commission"
3105,Head-Royce School,"Land Use (Permit, Zoning, Study)",Education,Support,Support the approval of the proposed South Campus Plan.,"Janani Ramachandran, Council Member, District 4"
3106,Head-Royce School,"Land Use (Permit, Zoning, Study)",Education,Support,Support the approval of the proposed South Campus Plan.,"City Council - Council Member Aide, Council District 4"
3107,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Sheng Thao, Mayor"
3108,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Chief of Staff
3109,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Deputy City Administrator - Real Estate & Major Projects
3110,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,City Administrator's Office - Assistant City Administrator
3111,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,Office of the Mayor - Director of Special Projects and Mayoral Liaison Economic & Workforce Development Department
3112,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,Port of Oakland - EXECUTIVE DIRECTOR
3113,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Nikki Fortunato Bas, Council Member, District 2"
3114,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Noel Gallo, Council Member, District 5"
3115,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Dan Kalb, Council Member, District 1"
3116,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Janani Ramachandran, Council Member, District 4"
3117,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Kevin Jenkins, Council Member, District 6"
3118,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Ces Butner, Board of Port"
3119,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Treva Reid, Council Member, District 7"
3120,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Carroll Fife, Council Member, District 3"
3121,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"YuiHay Lee, Board of Port"
3122,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Joan Story, Board of Port"
3123,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Michael Colbruno, Board of Port"
3124,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Andreas Cluver, Board of Port"
3125,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Barbara Leslie, Board of Port"
3126,Oakland Athletics,"Land Use (Permit, Zoning, Study)",Other,Support,Support the development of a new ballpark and mixed use development at Howard Terminal.,"Arabella Martinez, Board of Port"
3127,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","City Council - Constituent Liaison, Council District 1"
3128,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","City Council - Chinatown Liaison & Aide, Council District 2"
3129,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","City Council - Chief of Staff, Council District 3"
3130,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","City Council - Council Member Aide, Council District 4"
3131,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","City Council - Special Assistant, Council District 5"
3132,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","City Council - City Council PSE 14, Council District 7"
3133,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","City Council - Chief of Staff, Council Member At Large"
3134,Sierra Club,Information only,Environment,Informational meeting,"Meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We educated Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","Nikki Fortunato Bas, Council Member, District 2"
3135,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We educated Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","Dan Kalb, Council Member, District 1"
3136,"Neutron Holdings, Inc., dba Lime","Other Permits, Administrative Decisions",Transportation,Support,Changing equity requirements in 2023-2024 permit,Department of Transportation - Transportation Planner
3137,"Neutron Holdings, Inc., dba Lime","Other Permits, Administrative Decisions",Transportation,Support,Changing equity requirements in 2023-2024 permit,"Rebecca Kaplan, Council Member, At-Large"
3138,"Neutron Holdings, Inc., dba Lime","Other Permits, Administrative Decisions",Transportation,Support,Changing equity requirements in 2023-2024 permit,Department of Transportation - Transportation Planner
3139,OUTFRONT Media,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,Collaboration on File no. 23-0343,City Administrator's Office - Assistant City Administrator
3140,OUTFRONT Media,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,Collaboration on File no. 23-0343,Economic & Workforce Development Department - Real Estate Director
3141,OUTFRONT Media,"Ordinance, Policy, or Other Legislative Matter",Other,Policy development,Collaboration on File no. 23-0343,Office of the Mayor - Chief of Staff
3142,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose Oakland Waterfront District development at Howard Terminal (Oakland A's project sponsor).,"Sheng Thao, Mayor"
3143,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose Oakland Waterfront District development at Howard Terminal (Oakland A's project sponsor).,Office of the Mayor - Chief of Staff
3144,Pacific Merchant Shipping Association,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,Administration of recently adopted amendments to Environmental Ordinance.,BOARD OF PORT COMMISSIONERS - Attorney
3145,Pacific Merchant Shipping Association,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,Administration of recently adopted amendments to Environmental Ordinance.,Port of Oakland - DIRECTOR OF MARITIME
3146,Pacific Merchant Shipping Association,"Other Permits, Administrative Decisions",Development Projects/Agreements,Policy development,"Removal of Maritime Reservation Area from All Future Howard Terminal Uses, Including Any Future Renewals of ENA/Term Sheet with Oakland Athletics","Ces Butner, Board of Port"
3147,Pacific Merchant Shipping Association,"Other Permits, Administrative Decisions",Development Projects/Agreements,Policy development,"Removal of Maritime Reservation Area from All Future Howard Terminal Uses, Including Any Future Renewals of ENA/Term Sheet with Oakland Athletics","Andreas Cluver, Board of Port"
3148,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Policy development,"Removal of Maritime Reservation Area from All Future Howard Terminal Uses, Including Any Future Renewals of ENA/Term Sheet with Oakland Athletics","Arabella Martinez, Board of Port"
3149,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Policy development,"Removal of Maritime Reservation Area from All Future Howard Terminal Uses, Including Any Future Renewals of ENA/Term Sheet with Oakland Athletics","Barbara Leslie, Board of Port"
3150,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Policy development,"Removal of Maritime Reservation Area from All Future Howard Terminal Uses, Including Any Future Renewals of ENA/Term Sheet with Oakland Athletics","Michael Colbruno, Board of Port"
3151,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Policy development,"Removal of Maritime Reservation Area from All Future Howard Terminal Uses, Including Any Future Renewals of ENA/Term Sheet with Oakland Athletics","YuiHay Lee, Board of Port"
3152,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Policy development,"Removal of Maritime Reservation Area from All Future Howard Terminal Uses, Including Any Future Renewals of ENA/Term Sheet with Oakland Athletics","Joan Story, Board of Port"
3153,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Policy development,"Removal of Maritime Reservation Area from All Future Howard Terminal Uses, Including Any Future Renewals of ENA/Term Sheet with Oakland Athletics",Port of Oakland - EXECUTIVE DIRECTOR
3154,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Policy development,"Removal of Maritime Reservation Area from All Future Howard Terminal Uses, Including Any Future Renewals of ENA/Term Sheet with Oakland Athletics",Port of Oakland - DIRECTOR OF MARITIME
3155,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Policy development,Comments on Downtown Oakland Specific Plan Draft Zoning Amendments.,Planning & Building Department - Director of Planning & Building
3156,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - EXECUTIVE DIRECTOR
3157,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF MARITIME
3158,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING
3159,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - UTILITIES SUPERVISOR
3160,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - PORT ASSOCIATE ENVIRONMENTAL SCIENTIST
3161,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Office of the City Attorney - City Attorney
3162,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Office of the City Attorney - Deputy City Attorney IV, Senior"
3163,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - Chief Operating Officer
3164,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - Director of Governmental Affairs
3165,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - Director of Social Responsibility
3166,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Andreas Cluver, Board of Port"
3167,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Michael Colbruno, Board of Port"
3168,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Ces Butner, Board of Port"
3169,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Joan Story, Board of Port"
3170,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - EXECUTIVE DIRECTOR
3171,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF MARITIME
3172,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - DIRECTOR OF ENVIRONMENTAL PROGRAMS AND PLANNING
3173,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - UTILITIES SUPERVISOR
3174,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - PORT ASSOCIATE ENVIRONMENTAL SCIENTIST
3175,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Office of the City Attorney - City Attorney
3176,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Office of the City Attorney - Deputy City Attorney IV, Senior"
3177,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - Chief Operating Officer
3178,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - Director of Governmental Affairs
3179,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - Director of Social Responsibility
3180,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Andreas Cluver, Board of Port"
3181,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Michael Colbruno, Board of Port"
3182,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Ces Butner, Board of Port"
3183,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,"Joan Story, Board of Port"
3184,Earthjustice,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,Advocating to transition the Port of Oakland to zero-emissions operations.,Port of Oakland - EXECUTIVE DIRECTOR
