,Client,Municipal Decision,Subject,Position,Narrative,office_name,official_name
2503,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose entitlements for Howard Terminal project; Presentation of Studies regarding Impacts of the Proposed Oakland Waterfront Ballpark at Howard Terminal in the Port of Oakland,Board of Port,Michael Colbruno
2504,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose entitlements for Howard Terminal project; Presentation of Studies regarding Impacts of the Proposed Oakland Waterfront Ballpark at Howard Terminal in the Port of Oakland,Board of Port,YuiHay Lee
2505,Pacific Merchant Shipping Association,"Land Use (Permit, Zoning, Study)",Development Projects/Agreements,Oppose,Oppose entitlements for Howard Terminal project; Presentation of Studies regarding Impacts of the Proposed Oakland Waterfront Ballpark at Howard Terminal in the Port of Oakland,Board of Port,Joan Story
2506,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","Council Member, District 3",Carroll Fife
2507,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council Member At Large,City Council - Community Liaison
2508,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council Member At Large,City Council - Community Liaison
2509,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 6,City Council - Senior Policy Advisor
2510,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 3,City Council - Chief of Staff
2511,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Meeting to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate.",City Attorney,Barbara Parker
2512,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","Council Member, District 3",Carroll Fife
2513,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,Thank you note for meeting.,"Council Member, District 3",Carroll Fife
2514,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","Council Member, District 1",Dan Kalb
2515,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 6,City Council - Constituent Liaison
2516,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 5,City Council - Special Assistant
2517,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a follow-up meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 4,City Council - Council Member Aide
2518,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We educated Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","Council Member, District 4",Sheng Thao
2519,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We educated Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","Council Member, District 2",Nikki Fortunato Bas
2520,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We educated Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","Council Member, At-Large",Rebecca Kaplan
2521,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 7,City Council - City Council PSE 14
2522,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 7,City Council - City Council PSE 14
2523,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 3,City Council - Chief of Staff
2524,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 4,City Council - Council Member Aide
2525,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Policy development,"Meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","Council Member, District 2",Nikki Fortunato Bas
2526,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Meeting with Councilmember to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","Council Member, District 4",Sheng Thao
2527,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,Thank you note for meeting.,"Council Member, District 2",Nikki Fortunato Bas
2528,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,Thank you note for meeting.,"Council Member, District 4",Sheng Thao
2529,Sierra Club,Information only,Environment,Informational meeting,Met with Port Boardmember to discuss Ad Hoc Environment and Sustainability Committee.,Board of Port,Michael Colbruno
2530,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 1,City Council - Constituent Liaison
2531,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","Council Member, District 6",Loren Taylor
2532,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 7,City Council - City Council PSE-51
2533,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 6,City Council - Constituent Liaison
2534,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.","Council Member, District 5",Noel Gallo
2535,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 7,City Council - City Council PSE 14
2536,Sierra Club,"Ordinance, Policy, or Other Legislative Matter",Environment,Informational meeting,"Scheduling a meeting with Councilmembers to discuss the litigation status between OBOT and the City of Oakland concerning the West Gateway. We plan to reaffirm our position that we oppose the presence of coal in the City of Oakland and hope the City will continue to fight for that either in a settlement or in trial, whichever is deemed appropriate. We will educate Councilmembers and their staff on the history of the movement, the impacts of coal, and related campaigns.",Council District 6,City Council - Constituent Liaison
2537,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Office of the City Attorney - City Attorney,
2538,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Planning & Building Department - Director of Planning & Building,
2539,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),"Council Member, At-Large",Rebecca Kaplan
2540,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Office of the Mayor - Chief of Staff,
2541,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),"Council Member, District 1",Dan Kalb
2542,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Council District 1,City Council - Chief of Staff
2543,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Council District 1,City Council - Constituent Liaison
2544,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),"Council Member, District 2",Nikki Fortunato Bas
2545,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Council District 2,City Council - District Director & Policy Advisor
2546,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Council District 2,City Council - Chief of Staff
2547,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),"Council Member, District 3",Carroll Fife
2548,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Council District 3,City Council - Chief of Staff
2549,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Council District 3,City Council - Legislative Director
2550,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),"Council Member, District 4",Sheng Thao
2551,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Council District 4,City Council - Policy Analyst
2552,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Council District 4,City Council - Council Member Aide
2553,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Council District 4,City Council - Policy Director
2554,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),"Council Member, District 5",Noel Gallo
2555,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Council District 5,City Council - Chief of Staff
2556,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),"Council Member, District 6",Loren Taylor
2557,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Council District 6,City Council - Senior Policy Advisor
2558,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),"Council Member, District 7",Treva Reid
2559,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Mayor,Libby Schaaf
2560,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Office of the Mayor - Chief of Staff,
2561,Housing Action Coalition,"Other Permits, Administrative Decisions",Planning and Building Permits,Support,Submission of petition in support of project at 1396 5th Street (Golden West),Office of the Mayor - Special Assistant to the Mayor III,
2562,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Letter of support for the proposed project at 6512 Broadway (CCA Campus),Housing & Community Development Department - Director of Housing & Community Dev,
2563,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Letter of support for the proposed project at 6512 Broadway (CCA Campus),Council District 5,City Council - Chief of Staff
2564,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Letter of support for the proposed project at 6512 Broadway (CCA Campus),Council District 6,City Council - Senior Policy Advisor
2565,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Letter of support for the proposed project at 6512 Broadway (CCA Campus),Council Member At Large,City Council - Community Liaison
2566,Housing Action Coalition,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,1396 5th Street (Golden West),"Council Member, District 6",Loren Taylor
2567,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,"Monitor transition to North Gateway, Oakland Army Base","Council Member, District 1",Dan Kalb
2568,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,"Monitor transition to North Gateway, Oakland Army Base","Council Member, District 2",Nikki Fortunato Bas
2569,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,"Monitor transition to North Gateway, Oakland Army Base","Council Member, District 3",Carroll Fife
2570,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,"Monitor transition to North Gateway, Oakland Army Base","Council Member, District 4",Sheng Thao
2571,California Waste Solutions,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,"Monitor transition to North Gateway, Oakland Army Base","Council Member, At-Large",Rebecca Kaplan
2572,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 1",Dan Kalb
2573,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 3",Carroll Fife
2574,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 2",Nikki Fortunato Bas
2575,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 4",Sheng Thao
2576,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 5",Noel Gallo
2577,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 6",Loren Taylor
2578,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, District 7",Treva Reid
2579,Insight Terminal Solutions,"Land Use (Permit, Zoning, Study)",Transportation,Informational meeting,Potential no-coal options at Terminal,"Council Member, At-Large",Rebecca Kaplan
2580,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 1",Dan Kalb
2581,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 2",Nikki Fortunato Bas
2582,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 3",Carroll Fife
2583,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 4",Sheng Thao
2584,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 5",Noel Gallo
2585,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 6",Loren Taylor
2586,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, District 7",Treva Reid
2587,Schnitzer Steel,"Land Use (Permit, Zoning, Study)",Other,Informational meeting,Monitor and lobby developments on Oakland Coliseum and Potential Howard Terminal site,"Council Member, At-Large",Rebecca Kaplan
2588,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.","Council Member, District 5",Noel Gallo
2589,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.","Council Member, District 2",Nikki Fortunato Bas
2590,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.",Mayor,Libby Schaaf
2591,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.","Council Member, District 1",Dan Kalb
2592,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.","Council Member, At-Large",Rebecca Kaplan
2593,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.","Council Member, District 6",Loren Taylor
2594,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.","Council Member, District 4",Sheng Thao
2595,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.","Council Member, District 3",Carroll Fife
2596,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.","Council Member, District 7",Treva Reid
2597,East Bay Asian Local Development Corporation (EBALDC),"Land Use (Permit, Zoning, Study)",Housing/Property Tax,Support,"More affordable housing, faster, that better addresses Oakland's housing crisis.","Council Member, District 2",Nikki Fortunato Bas
2598,East Bay Asian Local Development Corporation (EBALDC),"Land Use (Permit, Zoning, Study)",Housing/Property Tax,Support,"More affordable housing, faster, that better addresses Oakland's housing crisis.","Council Member, District 5",Noel Gallo
2599,East Bay Asian Local Development Corporation (EBALDC),"Land Use (Permit, Zoning, Study)",Housing/Property Tax,Support,"More affordable housing, faster, that better addresses Oakland's housing crisis.","Council Member, At-Large",Rebecca Kaplan
2600,East Bay Asian Local Development Corporation (EBALDC),"Land Use (Permit, Zoning, Study)",Housing/Property Tax,Support,"More affordable housing, faster, that better addresses Oakland's housing crisis.","Council Member, District 1",Dan Kalb
2601,East Bay Asian Local Development Corporation (EBALDC),"Land Use (Permit, Zoning, Study)",Housing/Property Tax,Support,"More affordable housing, faster, that better addresses Oakland's housing crisis.","Council Member, District 6",Loren Taylor
2602,East Bay Asian Local Development Corporation (EBALDC),"Land Use (Permit, Zoning, Study)",Housing/Property Tax,Support,"More affordable housing, faster, that better addresses Oakland's housing crisis.","Council Member, District 4",Sheng Thao
2603,East Bay Asian Local Development Corporation (EBALDC),"Land Use (Permit, Zoning, Study)",Housing/Property Tax,Support,"More affordable housing, faster, that better addresses Oakland's housing crisis.","Council Member, District 7",Treva Reid
2604,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.",City Planning Commission,Johnathan Fearn
2605,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.",City Planning Commission,Jennifer Renk
2606,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.",City Planning Commission,Sahar Shirazi
2607,Becker Boards,"Ordinance, Policy, or Other Legislative Matter",Economic Development,Support,"A pathway to allow new economic development proposals via digital billboards on private land, leveling the playing field in the Oakland billboard market.",City Planning Commission,Vince Sugrue
2608,Verizon,"Other Permits, Administrative Decisions",Technology,Informational meeting,More efficient and effective deployment of ultra high bandwidth infrastructure in Oakland.,"Council Member, District 4",Sheng Thao
2609,Verizon,"Other Permits, Administrative Decisions",Technology,Informational meeting,More efficient and effective deployment of ultra high bandwidth infrastructure in Oakland.,"Council Member, District 6",Loren Taylor
2610,Verizon,"Other Permits, Administrative Decisions",Technology,Informational meeting,More efficient and effective deployment of ultra high bandwidth infrastructure in Oakland.,Department of Transportation - Director of Transportation,
2611,Brad  Watson,Information only,Public Utilities,Informational meeting,Understanding of the opportunity for converting a a fossil fuel-power plant in Oakland into a renewable energy power facility.,Mayor,Libby Schaaf
2612,Brad  Watson,Information only,Public Utilities,Informational meeting,Understanding of the opportunity for converting a a fossil fuel-power plant in Oakland into a renewable energy power facility.,"Council Member, District 2",Nikki Fortunato Bas
2613,Brad  Watson,Information only,Public Utilities,Informational meeting,Understanding of the opportunity for converting a a fossil fuel-power plant in Oakland into a renewable energy power facility.,"Council Member, District 3",Carroll Fife
2614,Brad  Watson,Information only,Public Utilities,Informational meeting,Understanding of the opportunity for converting a a fossil fuel-power plant in Oakland into a renewable energy power facility.,Planning & Building Department - Director of Planning & Building,
2615,Marshall Retail Group,Public Contract,Airport,Informational meeting,Update of the retail at OAK in a way that supports local businesses and community organizations.,Board of Port,Ces Butner
2616,Marshall Retail Group,Public Contract,Airport,Informational meeting,Update of the retail at OAK in a way that supports local businesses and community organizations.,Board of Port,Barbara Leslie
2617,Marshall Retail Group,Public Contract,Airport,Informational meeting,Update of the retail at OAK in a way that supports local businesses and community organizations.,Board of Port,Michael Colbruno
2618,Marshall Retail Group,Public Contract,Airport,Informational meeting,Update of the retail at OAK in a way that supports local businesses and community organizations.,Board of Port,Andreas Cluver
2619,Bryan  Walker,"Land Use (Permit, Zoning, Study)",Planning and Building Permits,Support,Proposed 15 parcel lot merger,Planning & Building Department - Planner III,
2620,"El Porteno, Inc.",Information only,Planning and Building Permits,Informational meeting,Information on permits requirements for ada upgrades,Planning & Building Department - Permit Technician II,
